pir,ldr_1,ldr_2,temp,hum,mic,led_on,timestamp
1,0,1,26.74,63.48,4095,0,1672692668
1,0,1,28.53,34.62,176,0,1666185602
1,0,1,24.4,62.35,527,0,1667818675
1,0,1,24.91,75.26,351,0,1673631541
1,1,1,25.82,65.49,384,0,1672732879
0,1,1,24.7,42.22,3,0,1659858930
1,1,1,26.97,57.64,529,1,1674094494
1,0,1,25.42,65.67,4095,0,1669123930
1,0,1,24.58,36.99,5,0,1659792209
1,1,1,25.24,42.11,1,0,1659942683
1,1,1,28.09,45.22,80,1,1663379879
1,1,1,25.51,64.79,3723,0,1668408508
1,0,1,27.25,49.25,87,0,1667141029
1,0,1,25.06,66.7,175,0,1672435294
0,0,1,26.41,56.57,99,0,1666950759
0,0,1,27.14,59.75,165,0,1663859921
1,0,1,24.99,73.86,208,0,1669989750
1,0,1,25.76,69.04,398,0,1673467559
1,0,1,28.08,23.91,92,0,1663163143
1,0,1,23.49,75.11,233,0,1671700766
1,0,1,25.81,59.7,192,0,1664034744
1,0,1,28.92,41.98,193,0,1664564888
0,0,1,24.33,41.73,6,0,1660641435
0,1,1,25.98,38.91,16,0,1662447328
0,0,1,24.73,72.77,308,0,1669550457
0,1,1,26.06,65.47,77,0,1667290554
0,0,1,27.47,51.08,237,0,1666441404
0,0,1,23.48,42.71,17,0,1661336127
0,1,1,25.84,60.16,192,0,1666595163
0,1,1,26.12,56.68,90,0,1665297945
1,0,1,26.6,40.76,16,1,1662495886
1,1,1,25.9,66.54,348,1,1674264912
0,1,1,25.46,31.59,16,0,1662355048
1,1,1,26.39,65.91,104,0,1668813680
1,0,1,28.8,25.18,45,0,1663093923
1,0,0,26.63,60.53,162,0,1668362915
0,1,1,28.47,25.65,55,1,1663105454
0,0,1,26.11,42.6,0,0,1660060923
0,0,0,25.35,70.28,667,0,1670345692
0,1,1,24.26,42.82,0,0,1659598807
1,1,1,26.99,52.98,236,0,1664776839
0,0,1,25.56,60.6,139,0,1666696111
1,1,1,25.8,59.27,242,1,1670808809
1,0,1,25.76,68.64,239,0,1667305154
1,0,1,26.32,59.73,97,0,1667929357
0,0,1,26.49,28.02,34,0,1662907521
1,1,1,26.64,50.55,118,1,1666738045
1,0,1,25.29,66.1,366,0,1672655512
1,1,1,25.25,73.49,317,0,1673564466
0,1,1,25.58,31.67,16,0,1662351406
1,0,1,25.37,67.65,368,0,1672650640
1,1,1,25.95,65.95,3921,1,1674257594
0,1,1,25.92,59.96,193,0,1666592733
1,1,1,28.91,32.89,175,1,1666138209
1,1,0,24.86,69.63,112,0,1669086244
1,0,1,24.63,44.56,13,0,1660735476
0,1,1,28.17,34.93,175,0,1666161901
1,1,1,24.71,27.44,16,1,1662257936
1,1,1,25.39,60.11,121,0,1668909187
1,1,1,25.27,42.22,16,1,1661981825
1,1,1,25.55,71.34,175,0,1671087678
1,0,1,26.47,60.76,1540,0,1674419754
1,1,1,24.71,67.59,3105,0,1668227311
1,1,1,25.32,66.39,430,1,1672884674
0,0,1,27.8,43.91,114,0,1665076246
0,1,1,27.52,31.39,111,0,1665645514
1,1,1,25.71,70.64,253,1,1672617729
1,1,1,25.73,72.71,256,0,1672625045
0,0,1,27.12,43.4,213,0,1664300164
0,1,1,24.62,41.59,16,0,1661580058
1,0,1,26.05,64.06,790,0,1674239859
1,0,1,25.07,37.83,25,0,1661779155
1,1,1,25.71,39.95,0,1,1661912039
1,1,1,25.46,66.19,157,1,1670715099
1,1,1,25.65,70.52,433,1,1672796966
1,0,0,27.44,63.61,167,0,1671040797
1,1,0,23.38,41.46,1,0,1660279828
1,0,1,25.58,71.23,192,0,1672424941
0,0,1,26.0,58.41,227,0,1664357230
0,0,1,26.17,52.32,189,1,1664225428
1,1,1,24.8,41.34,16,1,1660520043
1,0,1,24.28,72.48,3659,0,1668338583
0,0,1,25.42,69.8,208,0,1670011655
1,1,1,25.01,75.07,175,1,1670452202
1,0,1,25.16,73.42,198,0,1672494969
1,0,1,26.44,32.62,3,0,1659981497
0,0,1,25.05,38.22,37,0,1662716309
1,1,1,24.7,71.9,331,1,1668292992
1,0,1,25.44,64.24,1460,0,1668072242
1,0,1,25.1,74.55,320,0,1672578680
0,0,1,28.75,27.12,107,1,1663192889
1,0,1,24.85,63.76,92,0,1667762756
1,0,1,27.72,43.04,94,0,1667058375
1,0,1,24.58,69.84,205,0,1669810876
1,1,1,25.53,66.46,284,0,1674526470
1,1,1,24.57,72.5,111,0,1669431841
1,1,0,22.93,65.04,3463,0,1667619266
1,1,1,25.83,66.19,432,0,1674272226
0,0,1,25.66,45.86,1,0,1660146436
1,1,1,24.46,74.58,98,1,1668648820
0,1,1,23.69,40.09,14,0,1661315500
0,1,1,27.98,34.63,85,0,1665550085
0,0,1,24.62,58.35,384,0,1668000519
0,1,1,26.36,55.62,144,0,1664431903
1,1,1,25.14,76.15,271,1,1673743109
1,0,1,24.79,39.59,13,0,1660508517
1,0,1,25.05,40.27,12,0,1660827660
0,1,1,26.46,58.07,97,0,1666943463
0,0,1,23.19,39.84,16,0,1662199094
0,0,1,28.42,34.82,55,0,1663356824
1,1,1,26.66,57.46,275,0,1674002984
0,0,0,26.86,55.75,166,0,1664528444
1,1,1,24.76,69.14,179,0,1672182541
1,1,1,25.05,69.44,176,0,1671773810
1,1,1,27.51,51.67,192,0,1666414662
1,1,0,26.82,51.54,119,0,1665008815
1,1,1,24.51,65.8,4095,0,1673339523
0,1,1,28.25,34.25,150,1,1665794970
0,1,1,26.12,43.0,13,0,1660085175
0,0,1,25.54,64.16,197,0,1669749421
0,1,1,25.08,69.27,183,1,1670212426
1,0,1,25.57,66.3,145,0,1669231022
0,1,1,24.93,70.73,841,1,1668206012
1,0,1,24.82,66.83,176,0,1669031483
1,1,1,26.68,49.61,129,0,1666747763
1,1,1,26.72,57.88,350,1,1674170152
1,0,1,27.02,36.05,181,0,1665998469
1,0,1,27.59,36.24,121,0,1665657061
1,1,1,25.97,39.13,23,1,1662591230
1,1,1,23.89,76.07,208,0,1671421330
1,0,1,24.96,69.13,185,0,1669293063
1,1,1,25.78,44.07,0,1,1660008774
0,1,1,26.51,56.15,81,0,1665281539
0,1,1,24.01,46.22,0,0,1659424770
1,1,1,24.7,69.75,201,0,1672187413
0,1,1,25.25,42.34,6,0,1659941470
1,0,1,25.14,68.14,865,0,1673040511
0,0,1,27.79,41.05,155,0,1664480492
0,0,1,28.14,28.13,208,0,1666022774
1,1,1,24.6,42.16,10,0,1660539497
1,0,1,25.39,42.47,16,0,1661976366
1,1,1,25.24,71.43,189,1,1669591837
0,0,1,27.37,39.27,173,0,1665914632
1,0,1,24.82,69.99,201,0,1669972711
0,0,1,24.26,61.7,89,0,1667810769
1,1,1,25.61,68.31,353,0,1673473651
1,1,1,24.93,69.47,4069,0,1673066783
1,0,1,25.05,69.04,426,0,1672829855
1,1,1,25.55,75.35,155,1,1670552599
1,1,1,26.06,66.78,126,0,1670978703
1,1,1,24.55,29.27,16,0,1662268250
0,1,1,26.03,55.22,89,0,1665391483
0,0,1,27.77,36.66,151,0,1665662530
0,0,1,25.85,28.68,4,0,1659811022
1,0,1,26.1,61.43,325,0,1674036551
0,1,1,24.82,63.66,182,1,1669854071
0,1,1,28.81,32.56,181,1,1666141850
0,0,1,25.15,67.63,208,0,1669117847
0,1,1,25.13,66.41,166,0,1663997088
0,0,1,25.32,67.14,192,0,1670351169
0,1,1,26.96,45.72,62,0,1663312500
1,1,1,25.64,39.17,12,1,1660773691
0,0,1,26.71,56.34,112,0,1665150351
1,0,1,26.03,58.94,636,0,1666642574
0,1,1,24.7,76.16,170,0,1670487491
1,0,1,25.24,42.33,12,0,1660924114
0,1,1,24.29,32.12,12,0,1662272499
1,0,1,26.78,61.38,176,0,1666534385
0,1,1,24.75,43.38,15,0,1660720313
1,0,1,26.22,62.06,162,0,1668434058
1,0,1,25.2,67.87,457,0,1672822546
1,0,1,25.58,72.18,356,0,1673725388
1,0,1,26.5,61.61,320,0,1674054245
1,0,1,29.23,42.1,322,0,1666370318
0,1,1,27.17,56.32,146,0,1663818024
1,1,1,25.48,63.93,406,0,1673306618
0,1,1,25.92,33.59,28,0,1662769124
1,1,1,26.48,56.27,85,0,1665283974
1,0,1,24.91,74.07,197,0,1672081928
1,1,1,24.46,71.06,189,0,1671164989
1,1,1,25.98,68.77,173,1,1672361597
1,0,1,26.04,64.59,3862,0,1674241093
1,0,1,25.14,39.22,39,0,1662723605
0,0,0,29.88,30.59,222,0,1666284641
1,1,1,25.16,73.06,174,1,1668116629
1,1,0,23.59,41.11,2,0,1660267092
1,1,1,24.7,71.66,118,1,1669511527
1,0,1,25.59,63.85,160,0,1671025580
1,0,1,25.72,63.12,145,0,1669226156
0,1,1,24.57,43.52,0,0,1659590924
0,1,1,25.77,40.98,30,1,1662599127
1,0,1,25.54,57.43,180,0,1670765601
0,0,1,26.65,61.22,184,0,1666540465
1,1,1,24.44,72.33,189,1,1671583269
1,1,1,26.52,57.98,99,0,1666942855
1,0,1,25.53,67.54,226,0,1672249530
1,1,1,24.99,64.13,400,0,1673327948
1,1,1,25.16,67.89,98,0,1669254731
1,0,1,25.55,68.36,381,0,1673471214
1,1,1,25.14,70.65,169,1,1670120546
1,0,1,27.54,52.72,98,0,1667221866
1,0,1,25.01,70.81,199,0,1672315886
1,1,1,26.38,49.09,112,0,1666754449
1,0,1,28.4,46.21,213,0,1664553956
0,0,1,27.26,29.23,45,0,1663071456
1,0,1,24.82,65.68,106,0,1667901990
1,1,1,27.61,32.55,167,0,1665711129
1,1,1,24.18,64.47,260,0,1667964643
1,0,1,25.46,67.16,2318,0,1672924880
1,0,1,25.18,67.31,430,0,1672835946
1,0,1,26.88,54.55,115,0,1665170398
0,1,1,24.84,42.32,12,0,1661930240
1,0,1,26.08,56.79,3886,1,1668027881
0,0,1,25.32,40.67,41,0,1662647692
1,1,1,27.56,54.21,161,1,1663796184
0,0,1,27.02,53.6,159,0,1663849599
1,0,1,25.16,69.7,414,0,1673254818
0,1,1,25.92,60.29,181,0,1666593948
0,0,1,26.22,64.78,109,0,1667297251
1,1,1,24.5,65.82,996,0,1673340132
0,0,1,26.14,30.91,16,0,1661798573
0,1,1,26.44,54.28,163,0,1663655332
1,1,1,26.19,64.13,272,1,1673913265
0,0,1,26.96,49.85,132,0,1666878430
1,0,1,25.13,69.16,579,0,1673519341
0,1,1,27.44,60.71,94,0,1667249228
1,1,1,25.84,71.46,137,1,1668473026
1,0,1,24.87,71.54,3023,0,1668507716
1,0,1,28.6,33.1,99,0,1665516670
0,1,1,27.75,51.82,206,0,1664671780
0,0,1,26.02,42.27,16,0,1662474036
1,0,1,22.99,62.95,3359,0,1667594358
1,0,1,24.83,41.86,10,0,1660498202
0,1,1,27.32,34.97,176,0,1665981455
1,1,1,24.84,71.21,189,0,1669961147
0,0,1,27.15,55.35,126,0,1665153996
0,1,1,26.75,53.25,112,0,1664950477
1,1,1,24.93,37.47,7,0,1659838298
1,0,1,25.54,66.1,400,0,1673427343
1,1,1,24.67,39.89,0,1,1659853473
1,0,1,26.71,60.23,2037,0,1674418521
0,1,1,24.11,76.21,326,1,1671322717
1,0,1,27.96,41.96,243,0,1666459636
0,0,1,24.91,71.42,207,0,1669638094
0,0,1,26.53,54.5,99,0,1666956838
1,0,1,28.01,36.03,156,0,1665666783
1,0,1,24.35,75.55,336,0,1671383575
0,1,1,23.79,39.53,11,0,1661212918
0,1,1,27.86,28.72,107,1,1665623635
1,1,1,25.83,69.69,435,1,1672789689
1,1,1,24.28,74.2,208,0,1668567939
1,0,1,24.45,76.19,4095,0,1673777238
1,0,1,26.0,63.31,918,0,1674239250
0,0,1,24.58,41.83,20,0,1660572880
0,1,1,25.89,55.89,165,0,1666505213
1,0,1,24.54,70.42,578,0,1673089930
1,0,1,24.56,42.85,0,0,1659622455
0,1,1,24.97,43.28,2,1,1659748553
1,0,1,22.78,63.03,3381,0,1667596182
0,0,1,25.97,55.65,102,0,1665235977
0,0,1,23.53,65.68,3632,0,1667483858
1,0,1,24.77,42.05,16,0,1659473276
1,0,1,26.15,62.36,2416,0,1674220928
0,0,1,25.45,63.13,176,0,1663935186
1,1,1,25.75,70.56,176,0,1672379253
0,0,1,24.44,43.17,10,0,1660646293
0,1,1,27.33,50.92,213,0,1664839337
1,0,1,26.81,64.68,393,0,1672767745
0,0,1,23.38,40.07,13,0,1662200308
1,1,1,24.73,42.52,8,0,1659754612
1,1,1,28.19,29.75,172,0,1665698985
0,1,1,24.59,37.54,0,0,1659849230
1,0,1,26.75,53.74,139,0,1666873568
1,0,1,25.69,71.62,199,0,1672398740
0,1,1,24.26,35.96,17,0,1661117668
1,0,1,24.04,73.4,269,0,1671626500
0,1,1,24.32,38.26,12,1,1661121911
0,0,1,26.06,61.89,189,0,1664040210
1,0,1,27.52,53.96,95,0,1667219435
1,0,1,25.06,39.79,17,0,1660595930
0,1,1,27.08,36.49,175,0,1665732398
1,0,1,25.11,74.86,268,0,1672057565
0,1,1,27.66,33.84,176,0,1666080484
1,0,1,26.67,37.65,6,0,1660071839
1,1,1,26.28,40.9,16,1,1662511060
1,1,1,25.57,65.07,408,1,1672872503
1,0,1,25.65,58.04,177,0,1670769253
1,1,1,26.41,61.82,192,1,1670881864
0,0,1,28.55,42.93,119,0,1666895452
1,0,1,23.38,37.97,16,0,1662114108
0,1,1,23.91,36.03,16,0,1661399241
1,0,1,24.01,34.86,10,0,1662131104
0,0,1,24.24,44.2,1,0,1659610328
1,1,1,25.47,64.89,80,1,1667872805
1,0,1,23.97,38.64,16,0,1661093372
1,1,1,24.51,75.89,4095,1,1671244155
1,0,1,24.99,72.72,213,0,1671882231
0,0,1,25.49,67.78,155,0,1669235890
1,0,1,23.55,75.23,285,0,1671702592
1,1,1,25.92,65.45,423,1,1674252096
0,0,1,26.09,59.05,155,0,1664447695
1,1,1,28.15,42.86,64,1,1663289439
1,1,1,26.01,63.14,437,0,1673387695
1,1,1,25.67,66.87,3927,1,1672969859
1,1,0,24.57,38.15,11,0,1661049087
1,1,1,24.37,72.47,208,0,1671610063
1,1,1,25.91,65.29,82,0,1667287511
1,0,1,24.87,37.2,16,0,1661697853
1,1,1,24.7,71.29,117,1,1669506666
0,0,1,23.26,35.73,15,0,1660213127
1,0,1,25.31,66.28,193,0,1671805474
0,0,1,27.42,55.57,91,0,1667212748
0,1,1,27.59,35.26,144,0,1665820481
1,1,1,26.95,53.25,79,1,1666906992
0,1,1,23.45,40.32,16,0,1661325207
1,1,1,24.76,71.91,213,0,1671177772
1,0,1,25.19,69.18,259,0,1671482210
0,0,1,25.76,43.05,29,0,1662465536
0,1,1,24.81,67.74,173,0,1669699530
0,0,1,24.25,38.42,5,0,1661185609
0,1,1,27.02,52.92,110,0,1664943795
1,0,1,24.88,70.6,1455,0,1669288804
1,0,1,26.83,27.24,17,0,1662404865
1,1,1,25.97,64.79,405,0,1672726787
1,1,1,28.54,30.58,97,0,1665609649
0,0,1,27.09,44.96,107,0,1665260278
0,0,1,26.07,55.28,97,0,1665392090
1,0,1,24.41,70.38,237,0,1671534573
0,0,1,26.91,53.06,178,0,1663691761
0,0,1,25.14,37.68,0,0,1661023607
0,1,1,25.67,32.99,16,0,1662333215
1,0,1,25.79,62.92,83,0,1667925099
1,1,1,24.08,43.92,0,0,1659684293
0,0,1,25.71,61.44,177,0,1666612788
1,1,1,25.96,67.8,389,0,1674266133
1,0,1,26.79,42.21,214,0,1664305023
0,1,1,26.91,36.87,91,0,1665469874
0,1,1,28.46,30.82,80,1,1663205622
1,0,1,25.87,62.58,183,0,1664137955
1,1,1,24.55,72.21,165,0,1670393779
0,0,1,27.39,40.4,224,0,1664383348
1,1,1,25.25,66.64,87,0,1667269881
0,1,1,27.09,53.27,194,0,1664612851
1,0,1,25.06,72.93,193,0,1670441250
0,1,1,24.26,74.02,150,0,1668570372
1,1,1,27.01,28.48,21,0,1662956701
0,0,1,26.24,64.13,215,0,1670006788
0,1,1,25.17,67.76,398,0,1673167617
1,1,1,25.41,67.86,397,0,1672648812
1,1,1,24.99,69.72,3451,1,1668207226
1,0,1,24.98,64.72,203,0,1669728734
1,0,0,27.4,52.52,214,0,1673976750
1,0,1,25.37,74.95,353,0,1673805886
1,0,1,26.29,59.52,403,0,1674122547
0,0,1,25.67,30.43,0,0,1659805562
1,1,1,24.33,73.2,461,1,1668303922
1,0,1,24.27,74.76,219,0,1671639284
1,0,1,25.62,45.57,0,0,1660053039
1,0,1,26.15,62.43,340,0,1674222147
1,1,1,24.68,26.93,17,1,1662251268
1,1,1,25.9,65.55,1741,1,1673400537
0,0,1,28.29,48.73,197,0,1664645662
1,0,1,24.12,74.09,240,0,1672136794
0,0,1,27.11,56.24,181,0,1663773109
1,0,0,26.99,63.05,240,0,1670005571
1,0,0,30.2,29.93,152,0,1666200794
1,0,1,25.59,67.75,133,0,1669198172
1,1,1,27.96,50.78,228,0,1664592807
1,0,1,26.43,35.47,13,0,1661887171
0,0,1,25.49,65.38,207,0,1669130623
0,0,1,25.09,64.71,87,0,1667910503
0,0,1,24.46,72.2,219,0,1671460293
1,1,1,25.89,61.25,189,1,1664062669
1,1,1,24.97,59.85,203,1,1669844956
1,1,1,24.74,71.05,179,0,1672468768
0,0,1,27.31,42.09,174,0,1665923746
0,1,1,28.03,33.84,176,0,1666156432
0,1,1,26.64,56.35,113,0,1664955337
1,1,1,25.05,70.81,161,0,1670747948
1,0,1,25.18,65.92,272,0,1669579661
0,1,1,25.29,42.41,14,1,1661981219
0,0,1,25.09,72.26,217,0,1669996443
0,0,1,25.76,62.13,187,0,1664135526
0,1,1,27.75,49.96,207,0,1664668137
1,0,1,24.58,73.69,193,0,1670412646
1,0,1,24.63,43.1,1,0,1659538178
1,1,1,25.42,69.33,115,1,1669247431
1,1,1,25.57,68.48,400,0,1672804882
0,1,1,27.26,31.91,27,0,1662937297
0,1,1,25.16,66.85,175,0,1669672166
1,0,1,25.53,38.15,43,0,1662652554
1,0,1,25.18,68.57,1377,0,1673513857
1,1,1,24.23,73.58,109,0,1668663414
1,0,1,24.5,41.98,16,0,1661600089
1,1,0,22.88,65.55,3440,0,1667624737
1,1,1,25.62,69.01,448,0,1672803055
1,0,1,24.71,76.42,4095,0,1673788815
1,1,1,26.07,36.05,34,0,1662676863
0,1,1,25.63,62.24,177,0,1664090587
0,1,1,28.14,35.14,93,1,1665527604
1,1,1,25.89,63.83,241,0,1673926694
1,1,1,26.82,58.14,338,1,1674099381
0,0,1,28.35,46.3,226,0,1664555170
0,0,1,23.95,35.38,11,0,1660242239
1,1,1,27.63,50.72,77,1,1667169596
1,1,1,25.62,43.43,3,1,1660006958
0,1,1,24.96,73.79,176,0,1669612538
1,1,1,26.04,61.86,3858,1,1674357722
1,0,1,24.12,70.56,219,0,1671526051
1,1,1,24.85,73.48,241,1,1672554322
1,0,1,26.61,62.91,171,0,1663875107
1,0,1,26.47,67.52,85,0,1667330686
1,1,1,25.13,71.43,183,1,1672454764
0,1,1,25.72,33.88,0,1,1662341093
0,0,1,23.86,37.64,15,0,1662282819
1,0,1,26.56,56.74,124,0,1665149744
0,0,1,27.41,45.09,67,0,1663334964
0,0,1,24.32,41.52,6,0,1660568027
1,0,1,26.01,35.87,17,0,1661881102
1,1,1,25.41,65.02,147,0,1670713273
1,1,1,25.83,68.56,128,0,1670919581
1,1,1,24.31,71.58,206,0,1671519962
0,1,1,24.0,37.32,16,1,1661478125
0,0,1,26.18,52.64,112,0,1665052554
0,1,1,24.28,37.71,15,0,1662012767
1,0,1,24.86,40.19,29,0,1661611641
1,1,1,25.33,75.89,176,1,1672019817
1,1,1,25.55,35.79,8,0,1661831311
1,0,1,26.71,56.62,349,0,1674153090
0,0,1,24.21,37.94,25,0,1661184396
1,0,1,27.06,48.62,112,0,1664890962
1,1,1,24.63,42.09,13,0,1660538891
1,0,1,25.44,66.49,429,0,1672844473
0,1,1,24.59,41.48,15,0,1661582492
0,1,1,28.55,34.25,160,0,1666239057
1,0,1,27.71,52.03,728,0,1664635335
0,1,1,28.31,32.37,144,0,1665788294
1,0,1,25.8,63.61,575,0,1674399846
1,0,1,22.33,63.57,2399,0,1667562740
0,1,1,24.6,62.53,91,1,1667773092
1,0,1,27.08,50.59,116,0,1665135164
1,1,1,26.45,69.1,133,0,1671057841
0,0,1,24.88,41.93,0,0,1659561229
0,1,1,27.74,33.78,166,0,1665716600
1,0,1,25.19,72.32,3661,0,1673000294
1,1,1,25.18,68.71,409,0,1673249944
0,1,1,25.72,70.52,132,0,1670996360
0,0,1,27.24,54.48,222,0,1664727661
1,1,1,24.78,41.13,18,1,1661569743
1,0,1,26.49,34.96,2,0,1659983321
1,0,1,24.67,76.93,402,0,1673787597
0,1,1,24.76,67.26,165,0,1670051807
0,0,1,24.61,44.3,0,0,1659536359
0,0,1,24.89,75.43,309,0,1669563234
0,1,1,25.3,65.13,174,1,1663975854
1,0,1,25.53,70.92,144,0,1669217639
0,1,1,25.06,73.83,153,0,1670370044
1,1,1,25.99,63.83,389,1,1674430724
1,1,1,26.75,55.17,103,0,1666930699
0,0,1,25.54,70.71,195,0,1669999486
1,1,1,24.23,40.22,10,0,1661485402
0,0,1,26.16,54.55,179,0,1663665655
1,1,1,25.48,64.6,4011,0,1674455107
0,0,1,26.33,53.23,108,0,1665240230
0,1,1,25.83,57.75,179,1,1664053574
0,1,1,25.03,68.33,97,0,1669262031
0,0,0,29.12,28.94,171,0,1665853901
0,1,1,25.25,37.18,5,0,1660800363
0,0,1,24.09,38.23,22,0,1661439918
1,1,1,25.91,65.95,481,0,1672714587
1,1,1,28.26,34.39,158,1,1665880009
0,0,1,24.34,36.23,11,0,1662152345
0,0,1,26.77,38.78,101,0,1663234179
0,1,1,26.84,53.9,175,1,1666493664
1,1,1,26.69,57.45,3900,0,1674172665
1,1,1,24.73,44.33,0,1,1659580008
1,0,1,25.37,64.9,4001,0,1674466696
1,0,1,25.67,31.5,16,0,1661793718
1,1,1,25.15,70.09,447,1,1673052712
1,1,1,25.57,68.27,422,0,1672807928
1,0,1,25.34,26.36,15,0,1662304673
0,1,1,25.98,33.0,28,0,1662882022
1,0,1,25.54,61.37,112,0,1668715125
1,0,1,25.68,66.56,1179,0,1673439527
0,0,1,26.45,55.53,169,0,1666519192
0,1,1,24.78,70.34,187,1,1669765839
1,0,1,24.95,71.81,176,0,1670587901
0,1,1,27.63,44.08,69,0,1663382912
0,1,1,26.22,53.83,121,0,1666769037
1,0,1,27.65,57.08,89,0,1667228553
0,1,1,24.8,71.84,176,0,1669617406
1,0,1,25.39,67.6,144,0,1669404456
0,1,1,24.36,38.83,21,0,1662010946
1,1,1,25.08,74.07,173,0,1670368818
0,0,1,24.98,36.68,16,0,1661855610
0,0,1,25.32,65.15,208,0,1669919178
1,0,1,25.82,69.67,272,0,1672605524
1,1,1,25.32,67.74,157,0,1670740644
1,0,1,26.09,65.31,158,0,1671034710
0,0,1,24.97,67.0,233,0,1667907462
1,1,1,25.53,64.55,4017,0,1674453888
0,1,1,23.77,39.6,2,1,1660256182
1,0,1,24.24,77.55,4095,0,1671370792
0,0,1,24.69,70.39,134,0,1669380729
1,0,1,27.52,41.56,128,0,1666814014
1,1,1,26.36,30.12,18,0,1662868668
0,1,1,24.12,74.13,197,0,1668573413
0,0,1,27.6,46.04,91,0,1666971427
0,0,1,24.81,72.05,213,0,1669985489
1,0,1,24.42,72.03,139,0,1669463475
0,1,1,26.82,45.08,52,0,1663308858
1,0,1,24.73,68.39,714,0,1671787209
1,0,1,24.22,71.98,3980,0,1673693681
0,0,1,26.68,49.46,97,0,1665243267
0,1,1,25.79,57.68,176,1,1664054180
1,1,1,24.66,70.91,166,0,1670138796
0,0,1,26.87,46.33,107,0,1663247536
1,0,1,25.6,64.26,1200,0,1673883937
1,0,1,24.5,74.71,114,0,1668688960
1,1,1,24.21,39.53,15,0,1661482368
1,1,1,24.31,75.6,386,0,1673771754
1,0,1,27.27,45.83,157,0,1664467128
0,0,1,24.12,49.02,13,0,1660480612
1,1,1,25.89,57.38,87,1,1667858196
1,0,1,26.98,51.51,164,0,1664464092
1,0,1,25.5,73.79,211,0,1672413968
1,0,0,27.08,53.79,185,0,1670782644
0,0,1,27.94,60.11,3760,0,1667238280
0,0,1,24.54,41.64,0,0,1659455692
1,1,1,25.55,66.79,502,0,1673417594
1,0,1,26.12,66.27,3787,0,1668444404
1,0,1,26.71,53.41,177,0,1670786905
1,0,1,28.72,23.92,64,0,1663099995
0,0,1,26.8,56.96,192,0,1663495827
1,1,1,27.2,58.97,96,1,1666916703
1,1,1,26.95,56.08,176,1,1663724538
0,0,1,24.14,47.12,0,0,1659445384
0,1,1,25.63,40.36,23,1,1662600945
1,0,1,26.6,53.83,137,0,1666786663
1,1,1,26.03,63.95,379,0,1674426459
1,0,1,27.39,54.08,356,0,1674073786
1,1,1,25.54,61.65,146,0,1670831322
1,1,1,25.17,70.63,163,1,1670119939
1,0,1,25.11,30.14,21,0,1659797063
1,1,1,27.26,31.19,197,1,1662942755
1,1,1,25.5,69.8,174,1,1670634758
1,0,1,24.52,70.85,359,0,1673705867
0,1,1,24.28,40.69,0,1,1661379223
0,0,1,27.14,53.1,240,0,1664805346
0,1,1,27.21,35.46,169,0,1665728752
1,1,1,24.79,73.64,202,0,1671864569
0,1,1,25.7,69.85,121,0,1670995143
1,1,1,25.58,69.37,102,0,1668835585
0,0,1,27.29,47.46,67,0,1663331320
0,1,1,25.21,67.7,462,0,1673165789
